pathway	pval	padj	log2err	ES	NES	size	leadingEdge	pathway_label	enriched_in	direction_rank
HALLMARK_ANDROGEN_RESPONSE	0.401315789473684	0.501644736842105	0.080419996876154	-0.303018715753626	-1.00794625319674	95	STEAP4;INPP4B;B2M;TSC22D1;GUCY1A1;ADAMTS1;PMEPA1;XRCC6;ADRM1;XRCC5;ZMIZ1;CCND1;PA2G4;STK39;FKBP5;TMEM50A;NCOA4;VAPA;UBE2I;KRT8;ELOVL5;SRP19;ARID5B	Androgen Response	qPSC	1.00794625319674
HALLMARK_MITOTIC_SPINDLE	0.433333333333333	0.528455284552846	0.106323255932708	0.264734809884171	0.99980662911857	198	MYH10;PALLD;TRIO;FLNB;FSCN1;NOTCH2;MID1;PKD2;FGD6;DLG1;MARCKS;SHROOM1;PDLIM5;CTTN;NEDD9;RANBP9;MYO1E;WASL;WASF1;RASA2;ABL1;SPTAN1;KIFAP3;MYO9B;CKAP5;TLK1;NUMA1;KIF1B;ARHGEF3;LLGL1;PXN;TBCD	Mitotic Spindle	myCAF	0.99980662911857
HALLMARK_P53_PATHWAY	0.509433962264151	0.606469002695418	0.0946646223153342	0.259084751818526	0.977308138281207	185	S100A10;PHLDA3;NDRG1;SLC19A2;RAP2B;SPHK1;CDKN2B;DDIT4;GADD45A;VDR;SDC1;DRAM1;PERP;F2R;SAT1;NUPR1;PLK3;BAIAP2;SLC35D1;SEC61A1;TAX1BP3;KIF13B;PLXNB2;ZFP36L1;KLF4;FOXO3;ZMAT3;PTPN14;TCN2;WWP1;IER5;IRAK1;DCXR;CDKN2A;CCNK;GM2A;PLK2;RNF19B;DGKA	P53 Pathway	myCAF	0.977308138281207
HALLMARK_SPERMATOGENESIS	0.545757071547421	0.634601245985373	0.0653834195468773	-0.286824104425876	-0.942928552552915	87	SEPTIN4;SLC12A2;HSPA2;TALDO1;VDAC3;ZC2HC1C	Spermatogenesis	qPSC	0.942928552552915
HALLMARK_HEME_METABOLISM	0.577777777777778	0.656565656565657	0.0603786357920401	-0.263207066255126	-0.947534625974982	170	BCAM;TNS1;NUDT4;CAT;SELENBP1;EPOR;SLC6A9;MGST3;CA2;RAD23A;ISCA1;PRDX2;ARHGEF12;HAGH;HTATIP2;MKRN1;NCOA4;YPEL5;TOP1;GYPC;BSG;PSMD9;OPTN;TCEA1;PICALM;HTRA2;NR3C1;CIR1;HMBS;UROD;ENDOD1;ADIPOR1;MXI1;ASNS;GLRX5;GMPS;PPOX	Heme Metabolism	qPSC	0.947534625974982
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.611913357400722	0.679903730445247	0.0637845390312975	-0.316432594000687	-0.901292628653562	40	HEY2;JAG1;WNT6;MYC;CSNK1E;NOTCH1;HDAC2;GNAI1;HDAC5;NOTCH4	Wnt Beta Catenin Signaling	qPSC	0.901292628653562
HALLMARK_ALLOGRAFT_REJECTION	0.654781199351702	0.711718694947502	0.0554793308704233	-0.254982871702855	-0.920389472988843	175	B2M;CD4;HLA-A;CD40;CCL19;EIF3D;ETS1;PSMB10;UBE2N;CCL2;DEGS1;HLA-E;UBE2D1;ST8SIA4;BCL3;SRGN;EIF5A;TAPBP;CSF1;LCP2;HIF1A;IL6;EIF3J;ACHE;PRF1;IFNGR1;CD96;NME1;C2;TAP2;NCK1;LYN;CCL5;IRF8;STAT4;HLA-DOB;FAS;APBB1;CCND3;MRPL3;MTIF2;CCL4;HCLS1;CCL13;GBP2;NPM1;ICOSLG;IL2RB;TAP1;CSK	Allograft Rejection	qPSC	0.920389472988843
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.710659898477157	0.756021168592721	0.0732558655828455	0.269296889708688	0.887733442720136	72	GPX8;PLAUR;ANTXR2;TNFRSF12A;CLU;SCD;ANXA5;FADS2;ERRFI1;LGALS3;S100A11;SC5D;ABCA2;CTNNB1;SQLE;HMGCS1	Cholesterol Homeostasis	myCAF	0.887733442720136
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.802306425041186	0.835735859417902	0.0468819856878333	-0.24982016704894	-0.848493504683879	108	MTHFD2;EIF4A1;EIF4E;ATP6V0D1;EIF4A3;CCL2;EXOSC5;NHP2;EXOSC4;HSPA9;LSM4;EIF2S1;NOP56;LSM1;SLC7A5;NOLC1;CEBPG;DKC1;EXOSC9;RRP9;YWHAZ;PAIP1;ATF4;SPCS1;EIF4A2;ASNS;CXXC1;EIF4EBP1;EXOSC1;EXOSC10;EEF2;IMP3;GEMIN4;CNOT4;ATF6;DCTN1;XBP1;NOP14;POP4;BANF1;IFIT1;NPM1	Unfolded Protein Response	qPSC	0.848493504683879
HALLMARK_HEDGEHOG_SIGNALING	0.821670428893905	0.838439213157046	0.0603786357920401	0.276345370309767	0.805251363406852	33	NRP2;VEGFA;VLDLR;GLI1;PTCH1;CDK6;CELSR1;RASA1;NF1;LDB1;SCG2	Hedgehog Signaling	myCAF	0.805251363406852
HALLMARK_PEROXISOME	0.86963696369637	0.86963696369637	0.0432768714901103	-0.244513121719074	-0.816291883759538	96	GSTK1;CAT;SLC25A4;PABPC1;SOD1;CNBP;VPS4B;FIS1;ECH1;CADM1;FDPS;ELOVL5;YWHAH;ACOT8;IDI1;ACAA1;CTPS1;ALDH9A1;HSD17B11	Peroxisome	qPSC	0.816291883759538
